UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
AAPL,109.58,*,AAPL160115P00041430,,put,01/15/2016,10/01/2015,41.43,0.03,0.05,0.08,0,6085,0.761,-0.005,0.032,-0.304,0.848,AAPL160115P00041430
AAPL,109.58,*,AAPL160115C00042860,,call,01/15/2016,10/01/2015,42.86,70.9,66.55,66.9,0,905,0.799,0.9917,0.0478,-0.5304,1.3314,AAPL160115C00042860
AAPL,109.58,*,AAPL160115P00042860,,put,01/15/2016,10/01/2015,42.86,0.04,0.06,0.09,0,19544,0.7471,-0.0056,0.0364,-0.3338,0.9485,AAPL160115P00042860
AAPL,109.58,*,AAPL160115C00044290,,call,01/15/2016,10/01/2015,44.29,68.95,65.15,65.45,0,111,0.7568,0.9924,0.047,-0.4721,1.2394,AAPL160115C00044290
AAPL,109.58,*,AAPL160115P00044290,,put,01/15/2016,10/01/2015,44.29,0.11,0.07,0.1,0,5769,0.7326,-0.0063,0.0411,-0.3627,1.0511,AAPL160115P00044290
AAPL,109.58,*,AAPL160115C00045710,,call,01/15/2016,10/01/2015,45.71,61.25,63.75,64.05,0,88,0.7465,0.9913,0.0538,-0.5233,1.3994,AAPL160115C00045710
AAPL,109.58,*,AAPL160115P00045710,,put,01/15/2016,10/01/2015,45.71,0.11,0.08,0.11,0,6719,0.7176,-0.007,0.0461,-0.39,1.154,AAPL160115P00045710
AAPL,109.58,*,AAPL160115C00047140,,call,01/15/2016,10/01/2015,47.14,65.61,62.3,62.65,0,519,0.7411,0.9897,0.0627,-0.598,1.6208,AAPL160115C00047140
AAPL,109.58,*,AAPL160115P00047140,,put,01/15/2016,10/01/2015,47.14,0.14,0.09,0.12,0,3905,0.7023,-0.0078,0.0515,-0.4168,1.26,AAPL160115P00047140
AAPL,109.58,*,AAPL160115C00048570,,call,01/15/2016,10/01/2015,48.57,60.9,60.9,61.2,0,473,0.7039,0.9903,0.0626,-0.5427,1.5368,AAPL160115C00048570
AAPL,109.58,*,AAPL160115P00048570,,put,01/15/2016,10/01/2015,48.57,0.14,0.11,0.13,0,4094,0.6868,-0.0085,0.0572,-0.443,1.3697,AAPL160115P00048570
AAPL,109.58,*,AAPL160115C00050000,,call,01/15/2016,10/01/2015,50,57.87,59.45,59.8,10,1265,0.6981,0.9886,0.0726,-0.6155,1.7681,AAPL160115C00050000
AAPL,109.58,*,AAPL160115P00050000,,put,01/15/2016,10/01/2015,50,0.16,0.12,0.15,0,22599,0.6778,-0.0098,0.0656,-0.4948,1.5502,AAPL160115P00050000
AAPL,109.58,*,AAPL160115C00051430,,call,01/15/2016,10/01/2015,51.43,56.7,58.05,58.3,15,189,0.6298,0.9918,0.0601,-0.4268,1.3205,AAPL160115C00051430
AAPL,109.58,*,AAPL160115P00051430,,put,01/15/2016,10/01/2015,51.43,0.17,0.14,0.16,0,6908,0.6617,-0.0107,0.0722,-0.519,1.6658,AAPL160115P00051430
AAPL,109.58,*,AAPL160115C00052860,,call,01/15/2016,10/01/2015,52.86,61.9,56.65,56.9,0,195,0.6286,0.9899,0.0722,-0.5048,1.5835,AAPL160115C00052860
AAPL,109.58,*,AAPL160115P00052860,,put,01/15/2016,10/01/2015,52.86,0.2,0.15,0.18,0,8451,0.6509,-0.012,0.0815,-0.5669,1.8496,AAPL160115P00052860
AAPL,109.58,*,AAPL160115C00054290,,call,01/15/2016,10/01/2015,54.29,60.91,55.2,55.45,0,393,0.594,0.9908,0.0708,-0.4476,1.4675,AAPL160115C00054290
AAPL,109.58,*,AAPL160115P00054290,,put,01/15/2016,10/01/2015,54.29,0.22,0.17,0.2,7,6985,0.6394,-0.0135,0.0914,-0.6135,2.0376,AAPL160115P00054290
AAPL,109.58,*,AAPL160115C00055710,,call,01/15/2016,10/01/2015,55.71,53.4,53.8,54.05,59,197,0.5859,0.9894,0.0814,-0.4968,1.6625,AAPL160115C00055710
AAPL,109.58,*,AAPL160115P00055710,,put,01/15/2016,10/01/2015,55.71,0.24,0.19,0.22,0,16798,0.6274,-0.0149,0.1018,-0.6578,2.2269,AAPL160115P00055710
AAPL,109.58,*,AAPL160115C00057140,,call,01/15/2016,10/01/2015,57.14,52.55,52.4,52.6,161,8634,0.5531,0.9903,0.0798,-0.4398,1.5388,AAPL160115C00057140
AAPL,109.58,*,AAPL160115P00057140,,put,01/15/2016,10/01/2015,57.14,0.27,0.21,0.25,0,14766,0.6189,-0.017,0.1151,-0.7237,2.4835,AAPL160115P00057140
AAPL,109.58,*,AAPL160115C00058570,,call,01/15/2016,10/01/2015,58.57,50.9,51,51.2,15,406,0.551,0.9881,0.0953,-0.5149,1.8303,AAPL160115C00058570
AAPL,109.58,*,AAPL160115P00058570,,put,01/15/2016,10/01/2015,58.57,0.28,0.24,0.27,1,5569,0.6056,-0.0185,0.1269,-0.7641,2.6803,AAPL160115P00058570
AAPL,109.58,*,AAPL160115C00060000,,call,01/15/2016,10/01/2015,60,48.4,49.55,49.8,3,2194,0.5464,0.9859,0.1111,-0.5853,2.1161,AAPL160115C00060000
AAPL,109.58,*,AAPL160115P00060000,,put,01/15/2016,10/01/2015,60,0.31,0.27,0.3,35,9962,0.5954,-0.0207,0.1417,-0.8242,2.9409,AAPL160115P00060000
AAPL,109.58,*,AAPL160115C00061430,,call,01/15/2016,10/01/2015,61.43,51.8,48.15,48.4,0,1178,0.5399,0.9837,0.1275,-0.6519,2.4,AAPL160115C00061430
AAPL,109.58,*,AAPL160115P00061430,,put,01/15/2016,10/01/2015,61.43,0.33,0.3,0.33,0,7242,0.5844,-0.0229,0.1572,-0.8814,3.2042,AAPL160115P00061430
AAPL,109.58,*,AAPL160115C00062860,,call,01/15/2016,10/01/2015,62.86,45.7,46.75,47,10,410,0.532,0.9814,0.1447,-0.7151,2.6841,AAPL160115C00062860
AAPL,109.58,*,AAPL160115P00062860,,put,01/15/2016,10/01/2015,62.86,0.39,0.33,0.36,0,11962,0.5729,-0.0252,0.1738,-0.9361,3.4719,AAPL160115P00062860
AAPL,109.58,*,AAPL160115C00064290,,call,01/15/2016,10/01/2015,64.29,44.85,45.35,45.6,0,2552,0.5231,0.9791,0.1628,-0.775,2.9694,AAPL160115C00064290
AAPL,109.58,*,AAPL160115P00064290,,put,01/15/2016,10/01/2015,64.29,0.54,0.37,0.4,0,23175,0.5635,-0.0281,0.1934,-1.0078,3.8,AAPL160115P00064290
AAPL,109.58,*,AAPL160115C00065710,,call,01/15/2016,10/01/2015,65.71,44.05,44,44.2,0,615,0.5104,0.9772,0.1793,-0.8112,3.1905,AAPL160115C00065710
AAPL,109.58,*,AAPL160115P00065710,,put,01/15/2016,10/01/2015,65.71,0.45,0.41,0.43,4,5977,0.551,-0.0305,0.2121,-1.0569,4.076,AAPL160115P00065710
AAPL,109.58,*,AAPL160115C00067140,,call,01/15/2016,10/01/2015,67.14,46.55,42.6,42.9,0,1721,0.5265,0.9693,0.2229,-1.0599,4.0928,AAPL160115C00067140
AAPL,109.58,*,AAPL160115P00067140,,put,01/15/2016,10/01/2015,67.14,0.49,0.46,0.48,8,9740,0.5426,-0.0341,0.2359,-1.1395,4.4631,AAPL160115P00067140
AAPL,109.58,*,AAPL160115C00068570,,call,01/15/2016,10/01/2015,68.57,44.98,41.2,41.5,0,7567,0.5138,0.9667,0.2445,-1.1061,4.3814,AAPL160115C00068570
AAPL,109.58,*,AAPL160115P00068570,,put,01/15/2016,10/01/2015,68.57,0.59,0.51,0.52,50,14698,0.5312,-0.0373,0.2593,-1.2004,4.8031,AAPL160115P00068570
AAPL,109.58,*,AAPL160115C00070000,,call,01/15/2016,10/01/2015,70,39.3,39.8,40.05,5,4674,0.4898,0.9666,0.2573,-1.0603,4.3938,AAPL160115C00070000
AAPL,109.58,*,AAPL160115P00070000,,put,01/15/2016,10/01/2015,70,0.64,0.55,0.58,3,18342,0.5232,-0.0415,0.2876,-1.2914,5.2468,AAPL160115P00070000
AAPL,109.58,*,AAPL160115C00071430,,call,01/15/2016,10/01/2015,71.43,40.18,38.45,38.75,0,10148,0.4974,0.9585,0.3024,-1.2759,5.2445,AAPL160115C00071430
AAPL,109.58,*,AAPL160115P00071430,,put,01/15/2016,10/01/2015,71.43,0.75,0.61,0.65,0,30218,0.5159,-0.0464,0.3189,-1.3923,5.7369,AAPL160115P00071430
AAPL,109.58,*,AAPL160115C00072860,,call,01/15/2016,10/01/2015,72.86,40.4,37.05,37.3,0,984,0.4741,0.958,0.3202,-1.2304,5.294,AAPL160115C00072860
AAPL,109.58,*,AAPL160115P00072860,,put,01/15/2016,10/01/2015,72.86,0.8,0.68,0.71,50,12767,0.506,-0.0509,0.3504,-1.4711,6.1816,AAPL160115P00072860
AAPL,109.58,*,AAPL160115C00074290,,call,01/15/2016,10/01/2015,74.29,35.23,35.7,36,0,2468,0.4775,0.9497,0.3675,-1.4253,6.1202,AAPL160115C00074290
AAPL,109.58,*,AAPL160115P00074290,,put,01/15/2016,10/01/2015,74.29,0.91,0.75,0.78,5,19239,0.4969,-0.0561,0.3853,-1.56,6.6755,AAPL160115P00074290
AAPL,109.58,*,AAPL160115C00075710,,call,01/15/2016,10/01/2015,75.71,40,34.35,34.6,0,3017,0.4614,0.9468,0.3979,-1.4407,6.4015,AAPL160115C00075710
AAPL,109.58,*,AAPL160115P00075710,,put,01/15/2016,10/01/2015,75.71,1.03,0.82,0.86,13,15016,0.4886,-0.0619,0.4232,-1.6566,7.2106,AAPL160115P00075710
AAPL,109.58,*,AAPL160115C00077140,,call,01/15/2016,10/01/2015,77.14,33.1,33,33.25,0,2479,0.454,0.9406,0.4406,-1.5416,6.9752,AAPL160115C00077140
AAPL,109.58,*,AAPL160115P00077140,,put,01/15/2016,10/01/2015,77.14,1.01,0.91,0.95,2,10792,0.4805,-0.0684,0.4648,-1.7593,7.7873,AAPL160115P00077140
AAPL,109.58,*,AAPL160115C00078570,,call,01/15/2016,10/01/2015,78.57,35,31.65,31.9,0,16216,0.4455,0.9343,0.4859,-1.6346,7.5485,AAPL160115C00078570
AAPL,109.58,*,AAPL160115P00078570,,put,01/15/2016,10/01/2015,78.57,1.15,1.02,1.05,460,36978,0.4727,-0.0755,0.5096,-1.867,8.4007,AAPL160115P00078570
AAPL,109.58,*,AAPL160115C00080000,,call,01/15/2016,10/01/2015,80,29.65,30.35,30.6,43,25294,0.4423,0.9254,0.5398,-1.7856,8.3259,AAPL160115C00080000
AAPL,109.58,*,AAPL160115P00080000,,put,01/15/2016,10/01/2015,80,1.23,1.13,1.15,27,26295,0.464,-0.0828,0.557,-1.9653,9.0117,AAPL160115P00080000
AAPL,109.58,*,AAPL160115C00081430,,call,01/15/2016,10/01/2015,81.43,29.19,29,29.3,0,10023,0.4374,0.9163,0.5955,-1.9227,9.0827,AAPL160115C00081430
AAPL,109.58,*,AAPL160115P00081430,,put,01/15/2016,10/01/2015,81.43,1.42,1.23,1.27,12,10415,0.4565,-0.0913,0.6087,-2.0785,9.689,AAPL160115P00081430
AAPL,109.58,*,AAPL160115C00082860,,call,01/15/2016,10/01/2015,82.86,26.85,27.7,27.95,12,11908,0.426,0.9092,0.6501,-1.9893,9.6559,AAPL160115C00082860
AAPL,109.58,*,AAPL160115P00082860,,put,01/15/2016,10/01/2015,82.86,1.4,1.36,1.4,109,14754,0.4489,-0.1004,0.6639,-2.1921,10.3921,AAPL160115P00082860
AAPL,109.58,*,AAPL160115C00084290,,call,01/15/2016,10/01/2015,84.29,32,26.45,26.7,0,12657,0.4236,0.8974,0.7149,-2.1592,10.5601,AAPL160115C00084290
AAPL,109.58,*,AAPL160115P00084290,,put,01/15/2016,10/01/2015,84.29,1.57,1.52,1.55,467,11242,0.4421,-0.1106,0.7229,-2.3151,11.1451,AAPL160115P00084290
AAPL,109.58,*,AAPL160115C00085710,,call,01/15/2016,10/01/2015,85.71,24.45,25.15,25.45,3,20161,0.4188,0.8859,0.7808,-2.3012,11.4012,AAPL160115C00085710
AAPL,109.58,*,AAPL160115P00085710,,put,01/15/2016,10/01/2015,85.71,1.85,1.67,1.7,35,14227,0.4344,-0.1211,0.7847,-2.4255,11.8863,AAPL160115P00085710
AAPL,109.58,*,AAPL160115C00087140,,call,01/15/2016,10/01/2015,87.14,25.33,23.9,24.1,0,4086,0.405,0.8775,0.8489,-2.3392,11.9868,AAPL160115C00087140
AAPL,109.58,*,AAPL160115P00087140,,put,01/15/2016,10/01/2015,87.14,1.92,1.85,1.89,34,6175,0.4287,-0.1334,0.8506,-2.5602,12.7158,AAPL160115P00087140
AAPL,109.58,*,AAPL160115C00088570,,call,01/15/2016,10/01/2015,88.57,26.4,22.65,22.9,0,5212,0.4025,0.8628,0.9235,-2.5105,12.9624,AAPL160115C00088570
AAPL,109.58,*,AAPL160115P00088570,,put,01/15/2016,10/01/2015,88.57,2.11,2.04,2.08,55,5424,0.4217,-0.1461,0.9197,-2.6785,13.5258,AAPL160115P00088570
AAPL,109.58,*,AAPL160115C00090000,,call,01/15/2016,10/01/2015,90,21.3,21.45,21.7,169,26403,0.3984,0.8479,1.0001,-2.66,13.8942,AAPL160115C00090000
AAPL,109.58,*,AAPL160115P00090000,,put,01/15/2016,10/01/2015,90,2.46,2.27,2.29,296,29973,0.415,-0.1598,0.992,-2.7974,14.3573,AAPL160115P00090000
AAPL,109.58,*,AAPL160115C00091430,,call,01/15/2016,10/01/2015,91.43,19.9,20.25,20.45,0,10923,0.3894,0.8343,1.0825,-2.7481,14.6971,AAPL160115C00091430
AAPL,109.58,*,AAPL160115P00091430,,put,01/15/2016,10/01/2015,91.43,2.52,2.49,2.52,307,12677,0.4085,-0.1747,1.0672,-2.9147,15.2025,AAPL160115P00091430
AAPL,109.58,*,AAPL160115C00092860,,call,01/15/2016,10/01/2015,92.86,18.24,19.1,19.25,37,22143,0.3826,0.8185,1.1675,-2.8594,15.5762,AAPL160115C00092860
AAPL,109.58,*,AAPL160115P00092860,,put,01/15/2016,10/01/2015,92.86,2.87,2.74,2.78,86,14379,0.4026,-0.1908,1.1444,-3.0354,16.0669,AAPL160115P00092860
AAPL,109.58,*,AAPL160115C00094290,,call,01/15/2016,10/01/2015,94.29,17.7,17.95,18.15,55,4864,0.3807,0.7992,1.2485,-3.0234,16.5725,AAPL160115C00094290
AAPL,109.58,*,AAPL160115P00094290,,put,01/15/2016,10/01/2015,94.29,3.15,3,3.1,309,8922,0.399,-0.209,1.2198,-3.1771,16.9728,AAPL160115P00094290
AAPL,109.58,*,AAPL160115C00095710,,call,01/15/2016,10/01/2015,95.71,16.75,16.85,17,93,9428,0.3737,0.7812,1.3375,-3.1194,17.4288,AAPL160115C00095710
AAPL,109.58,*,AAPL160115P00095710,,put,01/15/2016,10/01/2015,95.71,3.45,3.3,3.4,416,11589,0.393,-0.2271,1.2993,-3.2809,17.8039,AAPL160115P00095710
AAPL,109.58,*,AAPL160115C00097140,,call,01/15/2016,10/01/2015,97.14,14.9,15.75,15.9,9,5673,0.3686,0.761,1.4248,-3.2312,18.315,AAPL160115C00097140
AAPL,109.58,*,AAPL160115P00097140,,put,01/15/2016,10/01/2015,97.14,4.1,3.65,3.75,92,6601,0.3881,-0.2469,1.3774,-3.3922,18.642,AAPL160115P00097140
AAPL,109.58,*,AAPL160115C00098570,,call,01/15/2016,10/01/2015,98.57,13.5,14.7,14.85,19,9801,0.3647,0.7391,1.5086,-3.3464,19.1866,AAPL160115C00098570
AAPL,109.58,*,AAPL160115P00098570,,put,01/15/2016,10/01/2015,98.57,4.34,4,4.1,99,13978,0.3819,-0.2673,1.4588,-3.477,19.4272,AAPL160115P00098570
AAPL,109.58,*,AAPL160115C00100000,,call,01/15/2016,10/01/2015,100,13.7,13.65,13.8,1500,101017,0.3593,0.7167,1.5957,-3.4321,19.9902,AAPL160115C00100000
AAPL,109.58,*,AAPL160115P00100000,,put,01/15/2016,10/01/2015,100,4.5,4.4,4.5,863,70718,0.3768,-0.2892,1.5365,-3.5635,20.1879,AAPL160115P00100000
AAPL,109.58,*,AAPL160115C00100710,,call,01/15/2016,10/01/2015,100.71,12.45,13.15,13.3,8,5128,0.357,0.7049,1.6366,-3.4757,20.3763,AAPL160115C00100710
AAPL,109.58,*,AAPL160115P00100710,,put,01/15/2016,10/01/2015,100.71,5.08,4.6,4.7,505,5288,0.3738,-0.3004,1.576,-3.5966,20.5427,AAPL160115P00100710
AAPL,109.58,*,AAPL160115C00101430,,call,01/15/2016,10/01/2015,101.43,12,12.65,12.8,21,3852,0.3547,0.6928,1.6776,-3.5157,20.7514,AAPL160115C00101430
AAPL,109.58,*,AAPL160115P00101430,,put,01/15/2016,10/01/2015,101.43,5.45,4.85,4.95,13,8151,0.3727,-0.3125,1.6086,-3.6481,20.9045,AAPL160115P00101430
AAPL,109.58,*,AAPL160115C00102140,,call,01/15/2016,10/01/2015,102.14,12.3,12.2,12.35,56,2740,0.3541,0.68,1.7102,-3.5701,21.1175,AAPL160115C00102140
AAPL,109.58,*,AAPL160115P00102140,,put,01/15/2016,10/01/2015,102.14,5.2,5.1,5.15,50,6838,0.369,-0.3239,1.6498,-3.6662,21.2249,AAPL160115P00102140
AAPL,109.58,*,AAPL160115C00102860,,call,01/15/2016,10/01/2015,102.86,11.05,11.7,11.85,13,3114,0.351,0.6675,1.7526,-3.5934,21.4498,AAPL160115C00102860
AAPL,109.58,*,AAPL160115P00102860,,put,01/15/2016,10/01/2015,102.86,5.55,5.3,5.4,28,5837,0.367,-0.3363,1.6835,-3.7014,21.546,AAPL160115P00102860
AAPL,109.58,*,AAPL160115C00103570,,call,01/15/2016,10/01/2015,103.57,10.9,11.25,11.4,30,2775,0.3495,0.6545,1.7861,-3.6304,21.7683,AAPL160115C00103570
AAPL,109.58,*,AAPL160115P00103570,,put,01/15/2016,10/01/2015,103.57,6.04,5.55,5.65,51,5606,0.3649,-0.3487,1.7166,-3.7297,21.8424,AAPL160115P00103570
AAPL,109.58,*,AAPL160115C00104290,,call,01/15/2016,10/01/2015,104.29,10.1,10.8,10.95,25,2196,0.3479,0.6411,1.8191,-3.6622,22.0675,AAPL160115C00104290
AAPL,109.58,*,AAPL160115P00104290,,put,01/15/2016,10/01/2015,104.29,6.5,5.85,5.9,78,5254,0.3622,-0.3614,1.7515,-3.7483,22.1207,AAPL160115P00104290
AAPL,109.58,*,AAPL160115C00105000,,call,01/15/2016,10/01/2015,105,10.45,10.35,10.5,903,27495,0.3456,0.6279,1.8534,-3.6816,22.3369,AAPL160115C00105000
AAPL,109.58,*,AAPL160115P00105000,,put,01/15/2016,10/01/2015,105,6.15,6.1,6.2,195,27201,0.3615,-0.3744,1.7752,-3.7845,22.3801,AAPL160115P00105000
AAPL,109.58,*,AAPL160115C00105710,,call,01/15/2016,10/01/2015,105.71,9.5,9.9,10.05,49,12828,0.3429,0.6144,1.8885,-3.6921,22.5819,AAPL160115C00105710
AAPL,109.58,*,AAPL160115P00105710,,put,01/15/2016,10/01/2015,105.71,7.05,6.35,6.45,64,6970,0.3583,-0.3872,1.8099,-3.7877,22.6104,AAPL160115P00105710
AAPL,109.58,*,AAPL160115C00106430,,call,01/15/2016,10/01/2015,106.43,9.25,9.5,9.65,86,4705,0.3423,0.6004,1.9112,-3.7208,22.8083,AAPL160115C00106430
AAPL,109.58,*,AAPL160115P00106430,,put,01/15/2016,10/01/2015,106.43,6.85,6.65,6.75,108,6113,0.3566,-0.4007,1.8355,-3.8045,22.8237,AAPL160115P00106430
AAPL,109.58,*,AAPL160115C00107140,,call,01/15/2016,10/01/2015,107.14,9.05,9.1,9.2,323,11653,0.3387,0.5865,1.9473,-3.7133,23.0016,AAPL160115C00107140
AAPL,109.58,*,AAPL160115P00107140,,put,01/15/2016,10/01/2015,107.14,7.15,6.95,7.05,174,6628,0.3547,-0.414,1.8601,-3.8143,23.0088,AAPL160115P00107140
AAPL,109.58,*,AAPL160115C00108570,,call,01/15/2016,10/01/2015,108.57,8.06,8.3,8.4,556,9603,0.3351,0.5579,1.995,-3.7205,23.3095,AAPL160115C00108570
AAPL,109.58,*,AAPL160115P00108570,,put,01/15/2016,10/01/2015,108.57,7.9,7.6,7.7,266,7056,0.3518,-0.4414,1.8999,-3.8283,23.3032,AAPL160115P00108570
AAPL,109.58,*,AAPL160115C00110000,,call,01/15/2016,10/01/2015,110,7.57,7.55,7.65,4473,86179,0.3318,0.5287,2.0307,-3.7125,23.4968,AAPL160115C00110000
AAPL,109.58,*,AAPL160115P00110000,,put,01/15/2016,10/01/2015,110,8.35,8.25,8.4,1544,50886,0.3493,-0.4691,1.9285,-3.8288,23.487,AAPL160115P00110000
AAPL,109.58,*,AAPL160115C00111430,,call,01/15/2016,10/01/2015,111.43,6.85,6.8,6.95,149,6845,0.329,0.4993,2.0535,-3.6888,23.5578,AAPL160115C00111430
AAPL,109.58,*,AAPL160115P00111430,,put,01/15/2016,10/01/2015,111.43,9.2,8.95,9.1,185,9028,0.3452,-0.4972,1.9573,-3.792,23.5573,AAPL160115P00111430
AAPL,109.58,*,AAPL160115C00112860,,call,01/15/2016,10/01/2015,112.86,6.1,6.15,6.25,520,11385,0.3244,0.4693,2.0761,-3.6257,23.4879,AAPL160115C00112860
AAPL,109.58,*,AAPL160115P00112860,,put,01/15/2016,10/01/2015,112.86,10.1,9.75,9.85,87,15284,0.3415,-0.5256,1.974,-3.7414,23.5093,AAPL160115P00112860
AAPL,109.58,*,AAPL160115C00113570,,call,01/15/2016,10/01/2015,113.57,5.65,5.85,5.95,276,8473,0.3235,0.4547,2.0746,-3.6024,23.4059,AAPL160115C00113570
AAPL,109.58,*,AAPL160115P00113570,,put,01/15/2016,10/01/2015,113.57,10.73,10.1,10.25,167,8178,0.3403,-0.5396,1.9755,-3.7156,23.4419,AAPL160115P00113570
AAPL,109.58,*,AAPL160115C00114290,,call,01/15/2016,10/01/2015,114.29,5.45,5.55,5.65,336,12620,0.3224,0.4399,2.0717,-3.5712,23.2902,AAPL160115C00114290
AAPL,109.58,*,AAPL160115P00114290,,put,01/15/2016,10/01/2015,114.29,10.77,10.55,10.7,15,8083,0.3405,-0.5531,1.9663,-3.7018,23.3485,AAPL160115P00114290
AAPL,109.58,*,AAPL160115C00115000,,call,01/15/2016,10/01/2015,115,5.3,5.25,5.35,5509,104531,0.3207,0.4251,2.0697,-3.5286,23.1418,AAPL160115C00115000
AAPL,109.58,*,AAPL160115P00115000,,put,01/15/2016,10/01/2015,115,11.1,10.95,11.1,808,35903,0.3385,-0.5673,1.9675,-3.6577,23.2219,AAPL160115P00115000
AAPL,109.58,*,AAPL160115C00115710,,call,01/15/2016,10/01/2015,115.71,4.84,4.95,5.05,200,11551,0.3185,0.4102,2.0674,-3.4763,22.958,AAPL160115C00115710
AAPL,109.58,*,AAPL160115P00115710,,put,01/15/2016,10/01/2015,115.71,11.8,11.4,11.5,29,3939,0.336,-0.5816,1.9683,-3.6043,23.0631,AAPL160115P00115710
AAPL,109.58,*,AAPL160115C00116430,,call,01/15/2016,10/01/2015,116.43,4.55,4.7,4.8,222,5110,0.3182,0.396,2.0507,-3.4415,22.7531,AAPL160115C00116430
AAPL,109.58,*,AAPL160115P00116430,,put,01/15/2016,10/01/2015,116.43,11.4,11.8,11.95,0,6221,0.335,-0.5954,1.9585,-3.5632,22.8805,AAPL160115P00116430
AAPL,109.58,*,AAPL160115C00117140,,call,01/15/2016,10/01/2015,117.14,4.36,4.4,4.5,91,6769,0.3151,0.3807,2.0474,-3.3694,22.4961,AAPL160115C00117140
AAPL,109.58,*,AAPL160115P00117140,,put,01/15/2016,10/01/2015,117.14,13.25,12.25,12.4,19,10419,0.3339,-0.609,1.9471,-3.5173,22.6729,AAPL160115P00117140
AAPL,109.58,*,AAPL160115C00117860,,call,01/15/2016,10/01/2015,117.86,4,4.15,4.25,159,5779,0.314,0.3663,2.0299,-3.3156,22.2222,AAPL160115C00117860
AAPL,109.58,*,AAPL160115P00117860,,put,01/15/2016,10/01/2015,117.86,13.15,12.75,12.9,0,5622,0.3343,-0.6218,1.9258,-3.4854,22.4514,AAPL160115P00117860
AAPL,109.58,*,AAPL160115C00118570,,call,01/15/2016,10/01/2015,118.57,3.8,3.9,4,356,14004,0.3122,0.3519,2.013,-3.2513,21.9152,AAPL160115C00118570
AAPL,109.58,*,AAPL160115P00118570,,put,01/15/2016,10/01/2015,118.57,13.6,13.2,13.3,0,8504,0.3302,-0.6369,1.9245,-3.3941,22.1574,AAPL160115P00118570
AAPL,109.58,*,AAPL160115C00120000,,call,01/15/2016,10/01/2015,120,3.5,3.45,3.55,4111,135545,0.3098,0.3241,1.965,-3.1246,21.2294,AAPL160115C00120000
AAPL,109.58,*,AAPL160115P00120000,,put,01/15/2016,10/01/2015,120,14.93,14.2,14.35,40,55516,0.3316,-0.6609,1.8692,-3.322,21.6153,AAPL160115P00120000
AAPL,109.58,*,AAPL160115C00121430,,call,01/15/2016,10/01/2015,121.43,2.99,3.05,3.15,140,15698,0.3081,0.2977,1.9044,-2.9937,20.4593,AAPL160115C00121430
AAPL,109.58,*,AAPL160115P00121430,,put,01/15/2016,10/01/2015,121.43,16.4,15.2,15.35,12,6848,0.3293,-0.6865,1.8234,-3.1895,20.9346,AAPL160115P00121430
AAPL,109.58,*,AAPL160115C00122860,,call,01/15/2016,10/01/2015,122.86,2.7,2.7,2.75,119,20722,0.3046,0.2708,1.841,-2.8281,19.5539,AAPL160115C00122860
AAPL,109.58,*,AAPL160115P00122860,,put,01/15/2016,10/01/2015,122.86,17.9,16.25,16.4,48,14845,0.3277,-0.7107,1.767,-3.0566,20.1911,AAPL160115P00122860
AAPL,109.58,*,AAPL160115C00125000,,call,01/15/2016,10/01/2015,125,2.2,2.22,2.26,827,3366,0.3017,0.2345,1.723,-2.5951,18.1243,AAPL160115C00125000
AAPL,109.58,*,AAPL160115P00125000,,put,01/15/2016,10/01/2015,125,18.16,17.9,18.1,41,431,0.3291,-0.742,1.6623,-2.8935,19.0766,AAPL160115P00125000
AAPL,109.58,*,AAPL160115C00125710,,call,01/15/2016,10/01/2015,125.71,2.06,2.07,2.11,214,37158,0.3005,0.2229,1.681,-2.5124,17.6149,AAPL160115C00125710
AAPL,109.58,*,AAPL160115P00125710,,put,01/15/2016,10/01/2015,125.71,19,18.5,18.65,21,17830,0.3281,-0.753,1.6293,-2.8165,18.6432,AAPL160115P00125710
AAPL,109.58,*,AAPL160115C00128570,,call,01/15/2016,10/01/2015,128.57,1.55,1.59,1.61,602,15405,0.2978,0.1811,1.4979,-2.1982,15.5569,AAPL160115C00128570
AAPL,109.58,*,AAPL160115P00128570,,put,01/15/2016,10/01/2015,128.57,21,20.85,21.05,20,16107,0.3311,-0.7889,1.4788,-2.5927,17.0723,AAPL160115P00128570
AAPL,109.58,*,AAPL160115C00130000,,call,01/15/2016,10/01/2015,130,1.37,1.38,1.4,2672,122448,0.2966,0.1624,1.4027,-2.041,14.5075,AAPL160115C00130000
AAPL,109.58,*,AAPL160115P00130000,,put,01/15/2016,10/01/2015,130,22.5,22.1,22.25,156,45011,0.3307,-0.8067,1.4045,-2.4505,16.1952,AAPL160115P00130000
AAPL,109.58,*,AAPL160115C00131430,,call,01/15/2016,10/01/2015,131.43,1.22,1.19,1.23,57,12027,0.2966,0.1462,1.3083,-1.9038,13.5329,AAPL160115C00131430
AAPL,109.58,*,AAPL160115P00131430,,put,01/15/2016,10/01/2015,131.43,23.85,23.35,23.55,12,2638,0.3354,-0.819,1.3295,-2.3826,15.549,AAPL160115P00131430
AAPL,109.58,*,AAPL160115C00132860,,call,01/15/2016,10/01/2015,132.86,1.04,1.04,1.07,99,8192,0.296,0.1306,1.2143,-1.7592,12.5338,AAPL160115C00132860
